device,eastern_time,var,URL
EDU-8153ECFB-f4-5e-ab-5a-4d-f9,Tue Mar 12 11:15:07 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-8153ECFB-f4-5e-ab-5a-4d-f9_Camera-Top_2019-03-12T15%3A15%3A07Z.png
EDU-8153ECFB-f4-5e-ab-5a-4d-f9,Tue Mar 12 12:15:11 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-8153ECFB-f4-5e-ab-5a-4d-f9_Camera-Top_2019-03-12T16%3A15%3A11Z.png
EDU-8153ECFB-f4-5e-ab-5a-4d-f9,Tue Mar 12 13:15:20 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-8153ECFB-f4-5e-ab-5a-4d-f9_Camera-Top_2019-03-12T17%3A15%3A19Z.png
EDU-8153ECFB-f4-5e-ab-5a-4d-f9,Tue Mar 12 14:15:21 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-8153ECFB-f4-5e-ab-5a-4d-f9_Camera-Top_2019-03-12T18%3A15%3A21Z.png
EDU-8153ECFB-f4-5e-ab-5a-4d-f9,Tue Mar 12 15:15:27 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-8153ECFB-f4-5e-ab-5a-4d-f9_Camera-Top_2019-03-12T19%3A15%3A26Z.png
EDU-8153ECFB-f4-5e-ab-5a-4d-f9,Tue Mar 12 15:15:27 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-8153ECFB-f4-5e-ab-5a-4d-f9_Camera-Top_2019-03-12T19%3A15%3A26Z.png
EDU-8153ECFB-f4-5e-ab-5a-4d-f9,Tue Mar 12 18:07:11 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-8153ECFB-f4-5e-ab-5a-4d-f9_Camera-Top_2019-03-12T22%3A07%3A10Z.png
EDU-8153ECFB-f4-5e-ab-5a-4d-f9,Tue Mar 12 19:07:13 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-8153ECFB-f4-5e-ab-5a-4d-f9_Camera-Top_2019-03-12T23%3A07%3A12Z.png
EDU-8153ECFB-f4-5e-ab-5a-4d-f9,Tue Mar 12 20:07:14 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-8153ECFB-f4-5e-ab-5a-4d-f9_Camera-Top_2019-03-13T00%3A07%3A14Z.png
EDU-8153ECFB-f4-5e-ab-5a-4d-f9,Tue Mar 12 21:07:28 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-8153ECFB-f4-5e-ab-5a-4d-f9_Camera-Top_2019-03-13T01%3A07%3A27Z.png
EDU-8153ECFB-f4-5e-ab-5a-4d-f9,Tue Mar 12 22:07:27 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-8153ECFB-f4-5e-ab-5a-4d-f9_Camera-Top_2019-03-13T02%3A07%3A27Z.png
EDU-8153ECFB-f4-5e-ab-5a-4d-f9,Tue Mar 12 23:07:34 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-8153ECFB-f4-5e-ab-5a-4d-f9_Camera-Top_2019-03-13T03%3A07%3A33Z.png
EDU-8153ECFB-f4-5e-ab-5a-4d-f9,Tue Mar 12 23:07:37 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-8153ECFB-f4-5e-ab-5a-4d-f9_Camera-Top_2019-03-13T03%3A07%3A33Z.png
EDU-8153ECFB-f4-5e-ab-5a-4d-f9,Wed Mar 13 17:03:25 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-8153ECFB-f4-5e-ab-5a-4d-f9_Camera-Top_2019-03-13T21%3A03%3A24Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Tue Mar 12 09:51:43 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-12T13%3A51%3A42Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Tue Mar 12 11:01:50 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-12T15%3A01%3A50Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Tue Mar 12 11:01:50 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-12T15%3A01%3A50Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Tue Mar 12 12:01:58 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-12T16%3A01%3A58Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Tue Mar 12 13:02:18 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-12T17%3A02%3A18Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Wed Mar 13 07:06:58 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-13T11%3A06%3A57Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Wed Mar 13 08:07:04 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-13T12%3A07%3A04Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Wed Mar 13 09:07:06 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-13T13%3A07%3A05Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Wed Mar 13 10:07:10 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-13T14%3A07%3A09Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Wed Mar 13 10:07:10 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-13T14%3A07%3A09Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Wed Mar 13 11:07:19 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-13T15%3A07%3A19Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Wed Mar 13 12:07:25 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-13T16%3A07%3A25Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Wed Mar 13 13:07:27 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-13T17%3A07%3A26Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Wed Mar 13 15:02:45 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-13T19%3A02%3A44Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Wed Mar 13 17:06:52 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-13T21%3A06%3A51Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Wed Mar 13 18:07:01 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-13T22%3A07%3A00Z.png
EDU-90DB5116-50-65-83-e6-7d-b0,Wed Mar 13 19:07:14 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-90DB5116-50-65-83-e6-7d-b0_Camera-Top_2019-03-13T23%3A07%3A13Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Tue Mar 12 09:44:12 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-12T13%3A44%3A11Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Tue Mar 12 11:04:22 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-12T15%3A04%3A22Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Tue Mar 12 12:04:28 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-12T16%3A04%3A28Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Tue Mar 12 13:04:40 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-12T17%3A04%3A40Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Tue Mar 12 14:04:46 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-12T18%3A04%3A46Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Tue Mar 12 15:04:48 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-12T19%3A04%3A48Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Wed Mar 13 07:07:00 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-13T11%3A07%3A00Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Wed Mar 13 08:07:11 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-13T12%3A07%3A10Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Wed Mar 13 09:07:13 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-13T13%3A07%3A12Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Wed Mar 13 10:07:24 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-13T14%3A07%3A23Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Wed Mar 13 11:07:40 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-13T15%3A07%3A39Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Wed Mar 13 12:07:36 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-13T16%3A07%3A35Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Wed Mar 13 13:07:41 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-13T17%3A07%3A41Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Wed Mar 13 14:02:44 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-13T18%3A02%3A43Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Wed Mar 13 15:02:51 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-13T19%3A02%3A50Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Wed Mar 13 17:07:00 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-13T21%3A06%3A59Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Wed Mar 13 18:07:03 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-13T22%3A07%3A02Z.png
EDU-A3F734CE-f4-5e-ab-59-ac-e3,Wed Mar 13 19:07:09 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-A3F734CE-f4-5e-ab-59-ac-e3_Camera-Top_2019-03-13T23%3A07%3A08Z.png
EDU-D473FCE2-f4-5e-ab-65-8d-62,Tue Mar 12 10:01:06 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-D473FCE2-f4-5e-ab-65-8d-62_Camera-Top_2019-03-12T14%3A01%3A06Z.png
EDU-D473FCE2-f4-5e-ab-65-8d-62,Wed Mar 13 10:07:24 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-D473FCE2-f4-5e-ab-65-8d-62_Camera-Top_2019-03-13T14%3A07%3A23Z.png
EDU-D473FCE2-f4-5e-ab-65-8d-62,Wed Mar 13 11:07:40 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-D473FCE2-f4-5e-ab-65-8d-62_Camera-Top_2019-03-13T15%3A07%3A39Z.png
EDU-D473FCE2-f4-5e-ab-65-8d-62,Wed Mar 13 12:07:31 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-D473FCE2-f4-5e-ab-65-8d-62_Camera-Top_2019-03-13T16%3A07%3A31Z.png
EDU-D473FCE2-f4-5e-ab-65-8d-62,Wed Mar 13 13:07:43 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-D473FCE2-f4-5e-ab-65-8d-62_Camera-Top_2019-03-13T17%3A07%3A42Z.png
EDU-D473FCE2-f4-5e-ab-65-8d-62,Wed Mar 13 14:07:45 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-D473FCE2-f4-5e-ab-65-8d-62_Camera-Top_2019-03-13T18%3A07%3A45Z.png
EDU-D473FCE2-f4-5e-ab-65-8d-62,Wed Mar 13 15:07:55 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-D473FCE2-f4-5e-ab-65-8d-62_Camera-Top_2019-03-13T19%3A07%3A55Z.png
EDU-D473FCE2-f4-5e-ab-65-8d-62,Wed Mar 13 17:06:54 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-D473FCE2-f4-5e-ab-65-8d-62_Camera-Top_2019-03-13T21%3A06%3A53Z.png
EDU-D473FCE2-f4-5e-ab-65-8d-62,Wed Mar 13 17:06:54 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-D473FCE2-f4-5e-ab-65-8d-62_Camera-Top_2019-03-13T21%3A06%3A53Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Tue Mar 12 10:54:13 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-12T14%3A54%3A12Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Tue Mar 12 10:59:11 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-12T14%3A59%3A11Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Tue Mar 12 12:59:25 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-12T16%3A59%3A25Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Tue Mar 12 13:59:34 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-12T17%3A59%3A33Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Tue Mar 12 14:59:39 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-12T18%3A59%3A39Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Tue Mar 12 15:54:46 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-12T19%3A54%3A46Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Tue Mar 12 15:54:47 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-12T19%3A54%3A46Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Tue Mar 12 17:07:01 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-12T21%3A07%3A00Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Tue Mar 12 20:02:23 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T00%3A02%3A23Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Tue Mar 12 21:02:23 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T01%3A02%3A23Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Tue Mar 12 22:02:30 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T02%3A02%3A30Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Wed Mar 13 07:06:59 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T11%3A06%3A58Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Wed Mar 13 08:07:08 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T12%3A07%3A07Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Wed Mar 13 09:07:07 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T13%3A07%3A07Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Wed Mar 13 10:07:07 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T14%3A07%3A06Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Wed Mar 13 11:07:18 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T15%3A07%3A18Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Wed Mar 13 12:07:35 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T16%3A07%3A34Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Wed Mar 13 13:07:34 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T17%3A07%3A33Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Wed Mar 13 14:02:43 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T18%3A02%3A42Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Wed Mar 13 15:02:51 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T19%3A02%3A50Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Wed Mar 13 17:06:53 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T21%3A06%3A52Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Wed Mar 13 18:07:03 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T22%3A07%3A02Z.png
EDU-DC266DD8-f4-5e-ab-60-49-b2,Wed Mar 13 19:07:06 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-DC266DD8-f4-5e-ab-60-49-b2_Camera-Top_2019-03-13T23%3A07%3A05Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Tue Mar 12 13:25:56 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-12T17%3A25%3A56Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Tue Mar 12 13:25:58 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-12T17%3A25%3A58Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Tue Mar 12 13:26:01 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-12T17%3A26%3A01Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Tue Mar 12 13:26:04 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-12T17%3A26%3A03Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Tue Mar 12 13:30:50 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-12T17%3A30%3A49Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Tue Mar 12 17:06:51 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-12T21%3A06%3A50Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Tue Mar 12 18:07:06 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-12T22%3A07%3A06Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Tue Mar 12 19:07:07 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-12T23%3A07%3A06Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Tue Mar 12 20:08:02 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T00%3A08%3A01Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Tue Mar 12 21:07:19 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T01%3A07%3A18Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Tue Mar 12 22:07:23 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T02%3A07%3A22Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Wed Mar 13 07:06:54 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T11%3A06%3A53Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Wed Mar 13 08:07:08 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T12%3A07%3A07Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Wed Mar 13 09:07:04 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T13%3A07%3A03Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Wed Mar 13 10:07:20 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T14%3A07%3A20Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Wed Mar 13 11:07:29 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T15%3A07%3A28Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Wed Mar 13 12:07:28 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T16%3A07%3A28Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Wed Mar 13 13:07:33 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T17%3A07%3A33Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Wed Mar 13 14:07:40 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T18%3A07%3A39Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Wed Mar 13 15:07:42 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T19%3A07%3A42Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Wed Mar 13 17:06:54 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T21%3A06%3A53Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Wed Mar 13 18:07:03 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T22%3A07%3A02Z.png
EDU-E074D2DE-f4-5e-ab-3d-d0-61,Wed Mar 13 19:07:05 2019,Camera-Top,https://storage.googleapis.com/openag-v1-images/EDU-E074D2DE-f4-5e-ab-3d-d0-61_Camera-Top_2019-03-13T23%3A07%3A04Z.png
